dex number,pokemon,Information links,Location,picture location ,location_html
079,Ambipom,https://www.serebii.net//pokedex-swsh/ambipom/,"Cobalt Coastlands: Aipom Hill, Hideaway Bay or nearbyAlabaster Icelands: Avalanche Slopes, Arena's Approach, Heart's Crag or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/424.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/aipomhill.shtml"">Aipom Hill</a>, <a href=""/pokearth/hisui/hideawaybay.shtml"">Hideaway Bay</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a>, <a href=""/pokearth/hisui/arena'sapproach.shtml"">Arena's Approach</a>, <a href=""/pokearth/hisui/heart'scrag.shtml"">Heart's Crag</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
080,Magikarp,https://www.serebii.net//pokedex-swsh/magikarp/,"Obsidian Fieldlands: Obsidian Falls, Lake Verity or nearbyCoronet Highlands: Fabled Spring or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/129.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/obsidianfalls.shtml"">Obsidian Falls</a>, <a href=""/pokearth/hisui/lakeverity.shtml"">Lake Verity</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/fabledspring.shtml"">Fabled Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
081,Gyarados,https://www.serebii.net//pokedex-swsh/gyarados/,"Obsidian Fieldlands: Obsidian Falls, Lake Verity or nearbyCobalt Coastlands: Sand's Reach or nearbyCoronet Highlands: Primeval Grotto or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/130.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/obsidianfalls.shtml"">Obsidian Falls</a>, <a href=""/pokearth/hisui/lakeverity.shtml"">Lake Verity</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/sand'sreach.shtml"">Sand's Reach</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/primevalgrotto.shtml"">Primeval Grotto</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
082,Shellos,https://www.serebii.net//pokedex-swsh/shellos/,"Obsidian Fieldlands: Sandgem Flats, Ramanas Island or nearbyCobalt Coastlands: Tranquility Cove, Seagrass Haven or nearbyObsidian Fieldlands: Massive Mass OutbreakCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/422.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/sandgemflats.shtml"">Sandgem Flats</a>, <a href=""/pokearth/hisui/ramanasisland.shtml"">Ramanas Island</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/tranquilitycove.shtml"">Tranquility Cove</a>, <a href=""/pokearth/hisui/seagrasshaven.shtml"">Seagrass Haven</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
083,Gastrodon,https://www.serebii.net//pokedex-swsh/gastrodon/,"Obsidian Fieldlands: Sandgem Flats, Ramanas Island or nearbyCobalt Coastlands: Seagrass Haven or nearbyObsidian Fieldlands: Massive Mass OutbreakCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/423.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/sandgemflats.shtml"">Sandgem Flats</a>, <a href=""/pokearth/hisui/ramanasisland.shtml"">Ramanas Island</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/seagrasshaven.shtml"">Seagrass Haven</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
084,Qwilfish,https://www.serebii.net//pokedex-swsh/qwilfish/,"Obsidian Fieldlands: Ramanas Island or nearbyCobalt Coastlands: Tranquility Cove, Lunker's Lair, Islespy Shore or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/211-h.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/ramanasisland.shtml"">Ramanas Island</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/tranquilitycove.shtml"">Tranquility Cove</a>, <a href=""/pokearth/hisui/lunker'slair.shtml"">Lunker's Lair</a>, <a href=""/pokearth/hisui/islespyshore.shtml"">Islespy Shore</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
085,Overqwil,https://www.serebii.net//pokedex-swsh/overqwil/,Crimson Mirelands: Lake Valor (Story)Evolve QwilfishCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/904.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/lakevalor.shtml"">Lake Valor (Story)</a><br/>Evolve Qwilfish<br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
086,Happiny,https://www.serebii.net//pokedex-swsh/happiny/,"Obsidian Fieldlands: Oreburrow Tunnel, Obsidian Falls or nearbyCobalt Coastlands: Hideaway Bay or nearbyAlabaster Icelands: Avalanche Slopes or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/440.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/oreburrowtunnel.shtml"">Oreburrow Tunnel</a>, <a href=""/pokearth/hisui/obsidianfalls.shtml"">Obsidian Falls</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/hideawaybay.shtml"">Hideaway Bay</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
087,Chansey,https://www.serebii.net//pokedex-swsh/chansey/,"Obsidian Fieldlands: Obsidian Falls or nearbyCobalt Coastlands: Hideaway Bay, Tombolo Walk or nearbyAlabaster Icelands: Avalanche Slopes or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/113.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/obsidianfalls.shtml"">Obsidian Falls</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/hideawaybay.shtml"">Hideaway Bay</a>, <a href=""/pokearth/hisui/tombolowalk.shtml"">Tombolo Walk</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
088,Blissey,https://www.serebii.net//pokedex-swsh/blissey/,Obsidian Fieldlands: Obsidian Falls or nearbyAlabaster Icelands: Avalanche Slopes or nearbyCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/242.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/obsidianfalls.shtml"">Obsidian Falls</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
089,Budew,https://www.serebii.net//pokedex-swsh/budew/,"Crimson Mirelands: Golden Lowlands, Gapejaw Bog or nearbyCoronet Highlands: Fabled Spring or nearbyCrimson Mirelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/406.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/goldenlowlands.shtml"">Golden Lowlands</a>, <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/fabledspring.shtml"">Fabled Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
090,Roselia,https://www.serebii.net//pokedex-swsh/roselia/,"Crimson Mirelands: Gapejaw Bog, Cloudpool Ridge or nearbyCoronet Highlands: Fabled Spring or nearbyCrimson Mirelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/315.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/fabledspring.shtml"">Fabled Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
091,Roserade,https://www.serebii.net//pokedex-swsh/roserade/,Crimson Mirelands: Cloudpool Ridge or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/407.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
092,Carnivine,https://www.serebii.net//pokedex-swsh/carnivine/,"Crimson Mirelands: Golden Lowlands, Gapejaw Bog, Cloudpool Ridge, Holm of Trials or nearbyCoronet Highlands: Lonely Spring or nearbyCrimson Mirelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/455.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/goldenlowlands.shtml"">Golden Lowlands</a>, <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a>, <a href=""/pokearth/hisui/holmoftrials.shtml"">Holm of Trials</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/lonelyspring.shtml"">Lonely Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
093,Petilil,https://www.serebii.net//pokedex-swsh/petilil/,"Crimson Mirelands: Cottonsedge Prairie, Holm of Trials or nearbyCrimson Mirelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/548.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/cottonsedgeprairie.shtml"">Cottonsedge Prairie</a>, <a href=""/pokearth/hisui/holmoftrials.shtml"">Holm of Trials</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
094,Lilligant,https://www.serebii.net//pokedex-swsh/lilligant/, Crimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/549-h.png,"<td class=""fooinfo""> <br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
095,Tangela,https://www.serebii.net//pokedex-swsh/tangela/,Crimson Mirelands: Gapejaw Bog or nearbyCobalt Coastlands: Crossing Slope or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/114.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/crossingslope.shtml"">Crossing Slope</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
096,Tangrowth,https://www.serebii.net//pokedex-swsh/tangrowth/,Crimson Mirelands: Gapejaw Bog or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/465.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
097,Barboach,https://www.serebii.net//pokedex-swsh/barboach/,"Crimson Mirelands: Gapejaw Bog, Lake Valor or nearbyCoronet Highlands: Wayward Cave or nearby",https://www.serebii.net//legendsarceus/pokemon/small/339.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/lakevalor.shtml"">Lake Valor</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/waywardcave.shtml"">Wayward Cave</a> <i>or nearby</i></td>"
098,Whiscash,https://www.serebii.net//pokedex-swsh/whiscash/,"Crimson Mirelands: Gapejaw Bog, Lake Valor or nearbyCoronet Highlands: Wayward Cave or nearby",https://www.serebii.net//legendsarceus/pokemon/small/340.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/lakevalor.shtml"">Lake Valor</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/waywardcave.shtml"">Wayward Cave</a> <i>or nearby</i></td>"
099,Croagunk,https://www.serebii.net//pokedex-swsh/croagunk/,"Crimson Mirelands: Gapejaw Bog, Scarlet Bog, Holm of Trials or nearbyCoronet Highlands: Ancient Quarry or nearbyCrimson Mirelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/453.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a>, <a href=""/pokearth/hisui/holmoftrials.shtml"">Holm of Trials</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/ancientquarry.shtml"">Ancient Quarry</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
100,Toxicroak,https://www.serebii.net//pokedex-swsh/toxicroak/,Crimson Mirelands: Holm of Trials or nearbyCobalt Coastlands: Spring Path or nearbyCoronet Highlands: Ancient Quarry or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/454.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/holmoftrials.shtml"">Holm of Trials</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/springpath.shtml"">Spring Path</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/ancientquarry.shtml"">Ancient Quarry</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
101,Ralts,https://www.serebii.net//pokedex-swsh/ralts/,"Crimson Mirelands: Gapejaw Bog, Shrouded Ruins or nearbyAlabaster Icelands: Heart's Crag, Snowpoint Temple or nearbyAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/280.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/shroudedruins.shtml"">Shrouded Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/heart'scrag.shtml"">Heart's Crag</a>, <a href=""/pokearth/hisui/snowpointtemple.shtml"">Snowpoint Temple</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
102,Kirlia,https://www.serebii.net//pokedex-swsh/kirlia/,"Crimson Mirelands: Shrouded Ruins or nearbyAlabaster Icelands: Heart's Crag, Snowpoint Temple or nearbyAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/281.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/shroudedruins.shtml"">Shrouded Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/heart'scrag.shtml"">Heart's Crag</a>, <a href=""/pokearth/hisui/snowpointtemple.shtml"">Snowpoint Temple</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
103,Gardevoir,https://www.serebii.net//pokedex-swsh/gardevoir/,Alabaster Icelands: Heart's Crag or nearbyAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/282.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/heart'scrag.shtml"">Heart's Crag</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
